company_key,company_name,domain,review_id,title,text,rating,language,published_date,experienced_date,reviewer_name,reviewer_country,verified,likes,has_company_reply,company_reply_text,company_reply_date,scraped_at
amazon_fr,Amazon FR,www.amazon.fr,6a1499834e09c78b1dd3edac,Je commande régulièrement chez Amazon…,"Je commande régulièrement chez Amazon depuis des années et je n’avais jamais pris le temps de publier un avis.
Mais cette fois-ci, l’expérience mérite d’être soulignée.

Commande d’AirPods annoncée pour le 16, toujours non reçue plusieurs jours après.
Multiples contacts avec le service client : beaucoup de formules toutes faites, très peu d’actions concrètes.

Le plus surprenant reste le “geste commercial” proposé : 5 €.
Pas pour résoudre le problème.
Pas pour compenser réellement le retard.
Juste 5 €.

Ce qui dérange finalement, ce n’est pas seulement le colis manquant. C’est le sentiment qu’une entreprise devenue aussi immense considère désormais ce type de situation comme banal, et le client comme interchangeable.

Quand on construit sa réputation sur la rapidité et le service, il faut aussi savoir être à la hauteur quand ça se passe mal.",1,fr,2026-05-25T20:48:35.000Z,2026-05-16T00:00:00.000Z,JEROME GAUTHIER,FR,False,0,False,,,2026-05-25T22:00:38.119823+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a14988cca0c6edac200e076,Expérience décevante ,"Cliente fidèle d’Amazon depuis des années, je suis très déçue par l’expérience que je viens de vivre avec le service client.
J’ai demandé s’il était possible de s’aligner sur un prix moins cher trouvé chez un concurrent concernant un spa gonflable : 352,74 € chez le concurrent contre 392,74 € chez Amazon.
Le conseiller m’a d’abord demandé ce que j’aurais fait si un client m’avait fait une telle demande, question que j’ai trouvée assez déplacée. Après lui avoir répondu que j’aurais probablement fait un geste commercial afin de ne pas perdre le client, il m’a simplement répondu que je pouvais commander ailleurs.
Refuser un geste commercial est une chose, mais répondre de cette manière manque clairement de sens commercial et de professionnalisme. Une réponse plus respectueuse et davantage orientée client aurait été appréciée.
Revoyez la formation de certains conseillers Amazon.",1,fr,2026-05-25T20:44:28.000Z,2026-05-25T00:00:00.000Z,Hülya,FR,False,0,False,,,2026-05-25T22:00:38.119899+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a1491db7d2da9e469351db0,Des mauvais.....,Des mauvais...... vous payez un abonnement prime alors qu'ils ne sont pas capable d'assurer les livraisons aux dates prévues et les responsables au téléphone vous avouent ouvertement qu'ils n'en ont a faire des clients.... A FUIR !!!,1,fr,2026-05-25T20:15:55.000Z,2026-05-25T00:00:00.000Z,Didier Condracq,FR,False,0,False,,,2026-05-25T22:00:38.119928+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a147393cf4b0637cbda5f91,Le service client décecevant et ineffficace ,"Le service client hors livraison essaie de se montrer conciliant pour trouver des réponses à des problèmes de livraison.
Les robots avec thème qui nous répondent sont d'une utilité médiocre.
La communication réelle avec un interlocuteur au téléphone esr limitée et parfois décevante.
Pas de réativité quand vous aborder des sujets d'ouverture de double compte lorsque que vous voyagez.
Le fait que vous etes un client prime depuis plus de 15 ans n'a pas d'impact sur le niveau faible des réponses du service client.
Quand l'interlocuteur est dépassé,il devrait y avoir quelqu'un de plus expérimenter qui devrait prendre la main.
L'acces  au service client et l'interface quand vous utiliser un tel n'est pas facile à trouver.
Deshumanisant votre application!!!
",3,fr,2026-05-25T18:06:43.000Z,2026-05-25T00:00:00.000Z,SOCHALA,FR,False,0,False,,,2026-05-25T22:00:38.119951+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a1462e26601ede41e54072f,Méthode d'intimidation du service…,"Méthode d'intimidation du service client; pour une demande simple : l'agent chargé des controle de livaison est assez directif voire agressif; je pose une autre quetion il me passe au service client : qui me tombe dessus en ayant même pas demandé l'objet de mon appel, coupe la parole et je mets fin à la discussion. Moi : je mets fin poliment. Cette agent a rappelé 4 fois en moins de une minute pour m'engueuler !!!  comme c'est enregistré , il y a la preuve.
C'est la méthode d'intimidation chez amazon ?
Et le pire ; impossible de joindre un manager...on doit appeler le service client. Une honte  cette intimidation . une totale honte
",1,fr,2026-05-25T16:55:30.000Z,2026-05-25T00:00:00.000Z,Joëlle Rossi,FR,False,0,False,,,2026-05-25T22:00:38.119972+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a145ac7db9295cf66730157,On se moque du client !,"Aucun SAV, communication laissant à desirer pour un article a 900 euros. Remboursement plus d'un mois après au prix promo evidement ! Oust, je pars chez leur concurrent direct !
",1,fr,2026-05-25T16:20:55.000Z,2026-05-25T00:00:00.000Z,Mesange Bleu,FR,False,0,False,,,2026-05-25T22:00:38.119994+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a14546eeceea4d3a7527e47,Livraison contaminé au lithium. Refus de remboursement + accusation de fraude,"Suite à une livraison reçue avec une fuite de batterie lithium — liquide chimique, cartons humides, centre antipoison contacté — j'ai contacté le service client Amazon. La conseillère a insisté pour que je manipule les colis sans protection malgré le danger signalé.
Après avoir fourni toutes les preuves demandées, un agent m'a confirmé par écrit un remboursement intégral de 1 557,98 €. Dans la même journée, Amazon a bloqué ce remboursement, accusé mon compte d'abus sans aucune preuve, fermé définitivement mon compte en invoquant un autre compte frauduleux à mon nom — dont j'ignore totalement l'existence — et invoqué un rapport de transporteur qu'ils ont refusé de me communiquer.
Lorsque j'ai invoqué mes droits légaux en chat, l'agent a clôturé la discussion immédiatement.
J'ai dû initier un chargeback bancaire, saisir le médiateur FEVAD et signaler la situation à la DGCCRF pour espérer récupérer mon argent.
Un incident de sécurité réel, des preuves fournies, un remboursement confirmé par écrit — et pourtant aucun remboursement reçu à ce jour. Affaire en cours.",1,fr,2026-05-25T15:53:50.000Z,2026-05-15T00:00:00.000Z,lucas,RE,False,0,False,,,2026-05-25T22:00:38.120015+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a14303915ad3f0c9950ed5b,Le service Amazon est une honte,"Le service Amazon est une honte. Une commande de 50€ livrée ailleurs que chez moi. Ma boite aux lettres est rouge celle de la photo est grise. Tu le signale depuis ton espace client et la seule réponse reçue est ton colis a été livré, photo à l'appui celle de la bal grise.
impossible de les contacter comme c'était le cas avant.
Heureusement que ce n'ai que 50€",2,fr,2026-05-25T13:19:21.000Z,2026-05-20T00:00:00.000Z,Avanel,FR,False,0,False,,,2026-05-25T22:00:38.120037+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a142e52666b96434ec6c7d1,Emballage insuffisant,"Emballage insuffisant. Absence de protection intérieure sur mes deux dernières commandes. Ma commande du 30 mars a été endommagée : un article était abîmé. J'ai été remboursé, mais l'emballage était vraiment bâclé. De nombreux clients ont signalé ce problème. On dirait qu'Amazon.fr ne lit pas les avis ! Je n'utiliserai plus Amazon.fr.",1,fr,2026-05-25T13:11:14.000Z,2026-03-30T00:00:00.000Z,MICHAEL EVERITT,FR,False,0,False,,,2026-05-25T22:00:38.120058+00:00
amazon_fr,Amazon FR,www.amazon.fr,6a13bc98337188813929d624,Achetons Européen !,"Alors que  je suis cliente depuis près de 20 ans  j'ai décidé d'arrêter de l'être.  SAV de pire en pire.  On me reproche de faire trop de retours produits (qui ne correspondent pas  au descriptif la plupart du temps) alors que je  ne fais qu'exercer mon droit de consommateur après un achat en ligne. Difficulté à  me faire rembourser (prélèvement en double).  
Bref il est grand temps de changer de crémerie. Fini Amazon  prime !",1,fr,2026-05-25T05:06:00.000Z,2026-05-20T00:00:00.000Z,Sylvie F.,FR,False,0,False,,,2026-05-25T22:00:38.120079+00:00
